Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2017,Volkswagen Group of,VGA,AUDI,A6,GAUE-CAQ,2,2.995,HVGAV03.0AUE,Car,340,6,CREH,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.85,24.7,1,Not eqipped,HVGA10042013,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0119000,0.0900000,216.0000000,0.0080000,,0.0029000,0,40.4,MPG,,,,,0.4500000,0.1500000,-0.2900000,40.016,0.30782,0.016296,12.904,0.32084,0.014492,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA10030125,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0118000,0.0900000,430.0000000,0.0490000,,0.0019000,,20.5,MPG,,,,,99.9900000,99.9900000,99.9900000,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA10030127,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.2826000,0.4900000,445.0000000,0.0610000,,0.0140000,0.0020000,19.9,MPG,17.9000000,18.9000000,24.3000000,,99.9900000,99.9900000,99.9900000,50.200,0.27176,0.019078,18.547,0.31831,0.016709,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA10030128,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0177000,0.1600000,361.0000000,0.0350000,0.0020000,0.0038000,0.0100000,24.5,MPG,24.2000000,23.7000000,26.4000000,,99.9900000,99.9900000,99.9900000,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA10030130,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0125000,0.1200000,443.0000000,0.0270000,,0.0023000,,19.9,MPG,,,,,99.9900000,99.9900000,99.9900000,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA10030131,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0237000,0.1600000,348.0000000,0.0220000,0.0050000,0.0021000,,25.4,MPG,14.9000000,31.8000000,,,99.9900000,99.9900000,99.9900000,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA91002234,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0215877,0.1717579,391.6758626,0.0302885,0.0008330,0.0042974,,22.7,MPG,21.9443767,21.8483765,25.4820842,,-0.3927970,-0.2395570,-0.8310010,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA91002235,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0026029,0.0120025,225.1236713,0.0092647,,0.0005514,,39.7,MPG,,,,,-3.1322460,-2.3903510,-0.7995180,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FAUE-DAQ,0,2.995,FVGAV03.0AUE,Car,333,6,CREC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,3.20,26.8,1,Not eqipped,FVGA91002236,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0302927,0.9021904,359.3671679,0.0512091,0.0033439,0.0027616,,24.7,MPG,13.8207035,31.9762197,,,-6.6840270,-3.5462510,-3.1931600,45.636,0.24705,0.017344,16.861,0.28937,0.015190,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029574,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0238000,0.2100000,342.0000000,0.0080000,,0.0078000,,25.8,MPG,16.4000000,30.9000000,,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029575,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0045000,0.0500000,441.0000000,0.0060000,,0.0011000,,20.0,MPG,,,,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029579,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0309000,0.2000000,353.0000000,0.0070000,,0.0111000,,25.0,MPG,15.1000000,30.9000000,,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029580,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1964000,1.9300000,467.0000000,0.0412000,,0.0204000,,18.9,MPG,14.4000000,17.8000000,29.2000000,,99.9900000,99.9900000,99.9900000,51.931,0.27056,0.019718,-2.387,0.21347,0.016965,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029891,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0217000,0.3300000,408.0000000,0.0170000,,0.0060000,0.0100000,21.6,MPG,20.3000000,21.5000000,23.2000000,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029892,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0210000,0.3300000,384.0000000,0.0190000,,0.0063000,0.0100000,23.0,MPG,21.2000000,23.0000000,25.0000000,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,A8,FNUA-DAQ,0,3.993,FVGAV04.0NUA,Car,435,8,CTGA,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,5000,3.20,26.8,1,Not eqipped,FVGA10029893,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0192000,0.0830000,226.0000000,0.0030000,,0.0068000,0.0100000,39.1,MPG,,,,,99.9900000,99.9900000,99.9900000,47.210,0.24597,0.017926,-2.653,0.19406,0.015423,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA10043760,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0201000,0.4290000,323.0000000,0.0068000,0.0030000,0.0081000,0,27.3,MPG,18.4000000,31.7000000,,,-4.0300000,-2.0400000,-0.7600000,38.442,0.11937,0.020254,0.540,-0.12550,0.020428,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA10043761,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1617000,1.2760000,373.0000000,0.0625000,,0.0089000,0.0060000,23.6,MPG,20.4000000,23.5000000,27.1000000,,-0.2900000,0.1300000,0.0500000,42.287,0.13130,0.022279,0.593,-0.13800,0.022471,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA10043762,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0108000,0.0610000,386.0000000,0.0091000,0,0.0054000,,23.1,MPG,,,,,0.6500000,-0.1700000,0.0900000,38.442,0.11937,0.020254,0.540,-0.12550,0.020428,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA91003292,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001223,0.0068672,212.7410201,0.0016493,,0.0000846,,41.8,MPG,,,,,3.4144380,2.2200990,-1.4331020,38.442,0.11937,0.020254,0.540,-0.12550,0.020428,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA91003293,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0053529,0.0755780,332.9886562,0.0098683,,0.0020635,,26.7,MPG,25.6963309,25.7593569,29.7197611,,0.0790250,0.9855380,0.1810690,38.442,0.11937,0.020254,0.540,-0.12550,0.020428,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,0,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,3.44,30.7,1,Not eqipped,HVGA91003302,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0063711,0.0817752,330.3953214,0.0100060,,0.0021196,,27.0,MPG,26.1108999,26.0132888,29.6256622,,0.1727390,0.9733670,-0.0226440,38.442,0.11937,0.020254,0.540,-0.12550,0.020428,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,1,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3750,3.44,30.7,1,Not eqipped,HVGA10043766,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0179000,0.0460000,363.0000000,0.0085000,0,0.0062000,,24.6,MPG,,,,,-1.3200000,-1.6600000,-0.8200000,36.194,0.11937,0.019788,-0.562,-0.42280,0.022465,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,1,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3750,3.44,30.7,1,Not eqipped,HVGA10043768,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1661000,1.2420000,354.0000000,0.0608000,,0.0083000,,24.9,MPG,22.2000000,24.2000000,29.2000000,,-1.9100000,-0.3000000,-1.1500000,39.814,0.13130,0.021767,-0.618,-0.46510,0.024712,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,2,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3625,3.44,30.7,1,Not eqipped,HVGA10043860,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0177000,0.1100000,197.0000000,0.0034000,,0.0061000,0.0010000,45.3,MPG,,,,,0.0600000,-0.1400000,-0.2700000,36.194,0.11937,0.019788,-5.800,-0.11930,0.019672,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,2,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3625,3.44,30.7,1,Not eqipped,HVGA10043861,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0172000,0.3540000,305.0000000,0.0088000,,0.0070000,0,29.2,MPG,19.8000000,33.7000000,,,1.3600000,0.1100000,0.5500000,36.194,0.11937,0.019788,-5.800,-0.11930,0.019672,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A3,HAPA-AAQ,2,1.984,HVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,2,Top gear ratio < 1,3625,3.44,30.7,1,Not eqipped,HVGA10043914,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0065000,0.0840000,285.0000000,0.0111000,0.0010000,0.0035000,0.0010000,31.3,MPG,29.6000000,30.4000000,34.9000000,,0.1900000,-0.1800000,0.0900000,36.194,0.11937,0.019788,-5.800,-0.11930,0.019672,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAF,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.41,22.4,2,"Equipped, not shifted by SIL",GVGA10039934,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0100000,0.0600000,272.0000000,0.0340000,0.0010000,0.0034000,0.0020000,32.5,MPG,30.9000000,32.3000000,34.1000000,,1.6000000,0.8300000,0.1200000,41.590,0.03798,0.018042,21.874,-0.10490,0.018624,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAF,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.41,22.4,2,"Equipped, not shifted by SIL",GVGA10039935,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0098000,0.0700000,288.0000000,0.0240000,0.0010000,0.0034000,0.0020000,30.3,MPG,29.9000000,30.1000000,32.9000000,,1.0500000,0.8100000,0.3400000,41.590,0.03798,0.018042,21.874,-0.10490,0.018624,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAF,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,7,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.41,22.4,2,"Equipped, not shifted by SIL",GVGA10039936,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0075000,0.0300000,177.0000000,0.0130000,,0.0025000,0.0020000,49.4,MPG,,,,,-1.2800000,-1.2800000,-0.6800000,41.590,0.03798,0.018042,21.874,-0.10490,0.018624,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAQ,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.08,26.9,2,"Equipped, not shifted by SIL",GVGA10039937,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0089000,0.0700000,197.0000000,0.0090000,,0.0026000,0.0010000,44.9,MPG,,,,,2.5500000,1.9300000,-0.2700000,37.543,0.30782,0.016296,11.173,0.22426,0.015831,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAQ,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.08,26.9,2,"Equipped, not shifted by SIL",GVGA10039938,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0123000,0.1200000,313.0000000,0.0200000,0.0010000,0.0036000,0.0020000,28.3,MPG,27.2000000,27.7000000,30.3000000,,0.4600000,0.5000000,-0.3000000,37.543,0.30782,0.016296,11.173,0.22426,0.015831,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi A6,GAAC-CAQ,0,1.984,GVGAV02.0AAC,Car,252,4,CYNB,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.08,26.9,2,"Equipped, not shifted by SIL",GVGA10039939,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0140000,0.1300000,332.0000000,0.0180000,0.0010000,0.0041000,0.0020000,26.6,MPG,25.8000000,25.9000000,28.7000000,,0.1800000,0.2500000,-0.5400000,37.543,0.30782,0.016296,11.173,0.22426,0.015831,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA10035786,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0025000,0.2500000,361.0000000,0.0080000,0.0030000,0.0019000,0.0100000,24.5,MPG,,,,,99.9900000,99.9900000,99.9900000,34.666,0.42683,0.020108,14.613,0.07958,0.021651,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA10035787,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.0851000,0.6700000,363.0000000,0.0410000,,0.0087000,0.0100000,24.1,MPG,21.8000000,23.6000000,27.4000000,,99.9900000,99.9900000,99.9900000,38.132,0.46951,0.022119,16.074,0.08754,0.023816,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA91002706,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0135243,0.0700652,321.5612728,0.0102408,,0.0039666,,27.7,MPG,19.7814415,31.3458564,,,-4.6138440,-3.7622820,-1.0117640,34.666,0.42683,0.020108,14.613,0.07958,0.021651,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA91002707,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0066233,0.0179614,220.1678687,0.0022171,,0.0027650,,40.6,MPG,,,,,0.1315670,-0.6634930,-0.5060020,34.666,0.42683,0.020108,14.613,0.07958,0.021651,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA91002708,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0054198,0.0922027,322.9562785,0.0093254,,0.0025269,,27.6,MPG,26.7301677,26.4587615,31.0531524,,-0.3206560,-0.1829130,-0.1601010,34.666,0.42683,0.020108,14.613,0.07958,0.021651,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,0,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.44,32.9,1,Not eqipped,GVGA91002716,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0053921,0.0882320,319.9579291,0.0094743,,0.0023074,,27.9,MPG,26.5229463,27.0907234,30.8591002,,-0.8291030,-0.6036760,-0.2771580,34.666,0.42683,0.020108,14.613,0.07958,0.021651,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,1,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.44,32.9,1,Not eqipped,GVGA10035788,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0056000,0.0800000,303.0000000,0.0080000,0.0010000,0.0020000,0.0100000,29.2,MPG,28.1000000,28.3000000,32.0000000,,99.9900000,99.9900000,99.9900000,32.642,0.42683,0.019002,10.566,0.22065,0.019381,TWC,Three-way catalyst,N,,,N,No averaging
2017,Volkswagen Group of,VGA,AUDI,Audi TT,GAPA-TAQ,1,1.984,GVGAV02.0APA,Car,220,4,CNTC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.44,32.9,1,Not eqipped,GVGA10035789,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0039000,0.0200000,209.0000000,0.0020000,,0.0016000,0.0100000,42.4,MPG,,,,,99.9900000,99.9900000,99.9900000,32.642,0.42683,0.019002,10.566,0.22065,0.019381,TWC,Three-way catalyst,N,,,N,No averaging
